Unnamed: 0,u,i,ts,label,idx
23110,2297,8897,473096.0,0.0,23111
23115,2298,8897,473248.0,0.0,23116
23129,2298,8897,473480.0,0.0,23130
23237,2298,8897,475280.0,0.0,23238
23277,2310,8897,475903.0,0.0,23278
23321,467,8897,476672.0,0.0,23322
23429,332,8897,478900.0,0.0,23430
23543,871,8897,480456.0,0.0,23544
23549,871,8897,480569.0,0.0,23550
23558,871,8897,480677.0,0.0,23559
23655,2332,8897,481767.0,0.0,23656
23670,645,8897,481908.0,0.0,23671
23700,540,8897,482325.0,0.0,23701
23734,645,8897,482787.0,0.0,23735
23751,2336,8897,483192.0,0.0,23752
23758,2336,8897,483297.0,0.0,23759
23776,18,8897,483671.0,0.0,23777
23809,2345,8897,484149.0,0.0,23810
23941,278,8897,485828.0,0.0,23942
24010,2358,8897,486848.0,0.0,24011
24103,422,8897,488687.0,0.0,24104
24105,422,8897,488754.0,0.0,24106
24161,422,8897,489472.0,0.0,24162
24192,422,8897,489903.0,0.0,24193
24355,85,8897,492179.0,0.0,24356
24435,2401,8897,493369.0,0.0,24436
24465,422,8897,493885.0,0.0,24466
24528,422,8897,494852.0,0.0,24529
24564,422,8897,495388.0,0.0,24565
24570,422,8897,495456.0,0.0,24571
24772,422,8897,498422.0,0.0,24773
24941,2437,8897,500897.0,0.0,24942
24946,2437,8897,500946.0,0.0,24947
24989,412,8897,501469.0,0.0,24990
25004,412,8897,501597.0,0.0,25005
25045,2448,8897,502266.0,0.0,25046
25081,278,8897,502717.0,0.0,25082
25104,278,8897,503009.0,0.0,25105
25105,278,8897,503042.0,0.0,25106
25111,278,8897,503104.0,0.0,25112
25119,278,8897,503226.0,0.0,25120
25122,278,8897,503244.0,0.0,25123
25144,278,8897,503518.0,0.0,25145
25211,69,8897,504721.0,0.0,25212
25608,483,8897,511360.0,0.0,25609
25627,483,8897,511624.0,0.0,25628
25629,483,8897,511658.0,0.0,25630
25632,483,8897,511709.0,0.0,25633
25637,483,8897,511768.0,0.0,25638
25646,483,8897,511853.0,0.0,25647
25647,483,8897,511883.0,0.0,25648
25649,483,8897,511957.0,0.0,25650
25654,483,8897,512088.0,0.0,25655
25663,483,8897,512287.0,0.0,25664
25683,483,8897,512524.0,0.0,25684
25694,2489,8897,512642.0,0.0,25695
25699,483,8897,512774.0,0.0,25700
25714,483,8897,513047.0,0.0,25715
25725,483,8897,513172.0,0.0,25726
25733,483,8897,513329.0,0.0,25734
25736,483,8897,513373.0,0.0,25737
25740,483,8897,513431.0,0.0,25741
25809,483,8897,514422.0,0.0,25810
26536,1753,8897,524355.0,0.0,26537
26537,1753,8897,524421.0,0.0,26538
26558,1753,8897,524836.0,0.0,26559
26565,1753,8897,525012.0,0.0,26566
27914,1753,8897,547335.0,0.0,27915
28068,2645,8897,550458.0,0.0,28069
28072,2645,8897,550500.0,0.0,28073
28333,1186,8897,556238.0,0.0,28334
28348,1186,8897,556577.0,0.0,28349
28355,1186,8897,556671.0,0.0,28356
28356,1186,8897,556742.0,0.0,28357
28364,1186,8897,556954.0,0.0,28365
29297,422,8897,573161.0,0.0,29298
31254,2448,8897,597945.0,0.0,31255
31287,278,8897,598315.0,0.0,31288
31294,278,8897,598413.0,0.0,31295
31435,483,8897,600636.0,0.0,31436
31447,483,8897,600813.0,0.0,31448
31456,483,8897,600933.0,0.0,31457
31468,483,8897,601105.0,0.0,31469
33915,1186,8897,647553.0,0.0,33916
33940,1186,8897,647838.0,0.0,33941
33954,1186,8897,648003.0,0.0,33955
34126,1186,8897,650424.0,0.0,34127
34134,3052,8897,650553.0,0.0,34135
35478,3104,8897,668977.0,0.0,35479
37865,1383,8897,698433.0,0.0,37866
38094,483,8897,702141.0,0.0,38095
39325,1186,8897,726926.0,0.0,39326
39804,1186,8897,735752.0,0.0,39805
41057,3434,8897,757364.0,0.0,41058
44727,3595,8897,817134.0,0.0,44728
51182,3930,8897,927306.0,0.0,51183
51213,3930,8897,927764.0,0.0,51214
51470,1753,8897,932363.0,0.0,51471
53328,3982,8897,958879.0,0.0,53329
54788,1186,8897,982270.0,0.0,54789
72807,3982,8897,1271626.0,0.0,72808
72818,3982,8897,1271854.0,0.0,72819
117169,6759,8897,1966609.0,0.0,117170
117916,3982,8897,1973843.0,0.0,117917
118210,3982,8897,1977311.0,0.0,118211
118222,3982,8897,1977407.0,0.0,118223
122123,1986,8897,2040659.0,0.0,122124
124283,1753,8897,2070134.0,0.0,124284
131899,7257,8897,2181311.0,0.0,131900
131907,7257,8897,2181555.0,0.0,131908
131929,7257,8897,2181962.0,0.0,131930
146824,7840,8897,2450700.0,0.0,146825
147759,483,8897,2471297.0,0.0,147760
148446,1753,8897,2482286.0,0.0,148447
149237,278,8897,2495046.0,0.0,149238
155191,3271,8897,2630750.0,0.0,155192
155263,278,8897,2631968.0,0.0,155264
