Unnamed: 0,u,i,ts,label,idx
86772,5633,9130,1472738.0,0.0,86773
86775,5633,9130,1472776.0,0.0,86776
86921,5633,9130,1475316.0,0.0,86922
86926,5633,9130,1475424.0,0.0,86927
86932,5633,9130,1475531.0,0.0,86933
86945,5633,9130,1475666.0,0.0,86946
86954,5633,9130,1475789.0,0.0,86955
86969,5633,9130,1475960.0,0.0,86970
86978,5633,9130,1476043.0,0.0,86979
86981,5633,9130,1476093.0,0.0,86982
86995,5633,9130,1476259.0,0.0,86996
87006,5633,9130,1476375.0,0.0,87007
87162,5633,9130,1478762.0,0.0,87163
87230,5633,9130,1479752.0,0.0,87231
88110,5633,9130,1492054.0,0.0,88111
88116,5633,9130,1492166.0,0.0,88117
88122,5633,9130,1492217.0,0.0,88123
88127,5633,9130,1492265.0,0.0,88128
88129,5633,9130,1492280.0,0.0,88130
88136,5633,9130,1492317.0,0.0,88137
88189,5633,9130,1492868.0,0.0,88190
88196,5633,9130,1492902.0,0.0,88197
88200,5633,9130,1492955.0,0.0,88201
88205,5633,9130,1492979.0,0.0,88206
88227,5633,9130,1493163.0,0.0,88228
88233,5633,9130,1493211.0,0.0,88234
88244,5633,9130,1493343.0,0.0,88245
88247,5633,9130,1493369.0,0.0,88248
88289,5633,9130,1493869.0,0.0,88290
88304,5633,9130,1494087.0,0.0,88305
88310,5633,9130,1494208.0,0.0,88311
88322,5633,9130,1494443.0,0.0,88323
88326,5633,9130,1494516.0,0.0,88327
88333,5633,9130,1494582.0,0.0,88334
88342,5633,9130,1494687.0,0.0,88343
88390,5633,9130,1495122.0,0.0,88391
88404,5633,9130,1495267.0,0.0,88405
88429,5633,9130,1495621.0,0.0,88430
88438,5633,9130,1495724.0,0.0,88439
88447,5633,9130,1495827.0,0.0,88448
88454,5633,9130,1495983.0,0.0,88455
88458,5633,9130,1496025.0,0.0,88459
88654,5633,9130,1498924.0,0.0,88655
88668,5633,9130,1499117.0,0.0,88669
88677,5633,9130,1499250.0,0.0,88678
88681,5633,9130,1499290.0,0.0,88682
88697,5633,9130,1499503.0,0.0,88698
88710,5633,9130,1499622.0,0.0,88711
88715,5633,9130,1499665.0,0.0,88716
88735,5633,9130,1499884.0,0.0,88736
88743,5633,9130,1500006.0,0.0,88744
88753,5633,9130,1500156.0,0.0,88754
88769,5633,9130,1500430.0,0.0,88770
88805,5633,9130,1500923.0,0.0,88806
88823,5633,9130,1501225.0,0.0,88824
88828,5633,9130,1501329.0,0.0,88829
88843,5633,9130,1501471.0,0.0,88844
88852,5633,9130,1501540.0,0.0,88853
88859,5633,9130,1501672.0,0.0,88860
88866,5633,9130,1501819.0,0.0,88867
88885,5633,9130,1502169.0,0.0,88886
88889,5633,9130,1502215.0,0.0,88890
88901,5633,9130,1502347.0,0.0,88902
88907,5633,9130,1502458.0,0.0,88908
88916,5633,9130,1502584.0,0.0,88917
88927,5633,9130,1502815.0,0.0,88928
88961,5633,9130,1503393.0,0.0,88962
88967,5633,9130,1503479.0,0.0,88968
88971,5633,9130,1503587.0,0.0,88972
88976,5633,9130,1503629.0,0.0,88977
88984,5633,9130,1503772.0,0.0,88985
89004,5633,9130,1504007.0,0.0,89005
89022,5633,9130,1504166.0,0.0,89023
89039,5633,9130,1504378.0,0.0,89040
89069,5633,9130,1504818.0,0.0,89070
89149,5633,9130,1506046.0,0.0,89150
89219,5633,9130,1507337.0,0.0,89220
89239,5633,9130,1507610.0,0.0,89240
89249,5633,9130,1507928.0,0.0,89250
89257,5633,9130,1508053.0,0.0,89258
89263,5633,9130,1508190.0,0.0,89264
89265,5633,9130,1508292.0,0.0,89266
89274,5633,9130,1508399.0,0.0,89275
89286,5633,9130,1508723.0,0.0,89287
89297,5633,9130,1508876.0,0.0,89298
89300,5633,9130,1508904.0,0.0,89301
89304,5633,9130,1508998.0,0.0,89305
89307,5633,9130,1509051.0,0.0,89308
89310,5633,9130,1509085.0,0.0,89311
89334,5633,9130,1509554.0,0.0,89335
89402,5633,9130,1510731.0,0.0,89403
89411,5633,9130,1510877.0,0.0,89412
89418,5633,9130,1510986.0,0.0,89419
89420,5633,9130,1511035.0,0.0,89421
89436,5633,9130,1511206.0,0.0,89437
89459,5633,9130,1511483.0,0.0,89460
89464,5633,9130,1511543.0,0.0,89465
89471,5633,9130,1511739.0,0.0,89472
89487,5633,9130,1511991.0,0.0,89488
89494,5633,9130,1512051.0,0.0,89495
89497,5633,9130,1512138.0,0.0,89498
89519,5633,9130,1512610.0,0.0,89520
89530,5633,9130,1512760.0,0.0,89531
