interaction_index,actual_timestamp,inter_arrival_time
0,473096.0,0.0
1,473248.0,152.0
2,473480.0,232.0
3,475280.0,1800.0
4,475903.0,623.0
5,476672.0,769.0
6,478900.0,2228.0
7,480456.0,1556.0
8,480569.0,113.0
9,480677.0,108.0
10,481767.0,1090.0
11,481908.0,141.0
12,482325.0,417.0
13,482787.0,462.0
14,483192.0,405.0
15,483297.0,105.0
16,483671.0,374.0
17,484149.0,478.0
18,485828.0,1679.0
19,486848.0,1020.0
20,488687.0,1839.0
21,488754.0,67.0
22,489472.0,718.0
23,489903.0,431.0
24,492179.0,2276.0
25,493369.0,1190.0
26,493885.0,516.0
27,494852.0,967.0
28,495388.0,536.0
29,495456.0,68.0
30,498422.0,2966.0
31,500897.0,2475.0
32,500946.0,49.0
33,501469.0,523.0
34,501597.0,128.0
35,502266.0,669.0
36,502717.0,451.0
37,503009.0,292.0
38,503042.0,33.0
39,503104.0,62.0
40,503226.0,122.0
41,503244.0,18.0
42,503518.0,274.0
43,504721.0,1203.0
44,511360.0,6639.0
45,511624.0,264.0
46,511658.0,34.0
47,511709.0,51.0
48,511768.0,59.0
49,511853.0,85.0
50,511883.0,30.0
51,511957.0,74.0
52,512088.0,131.0
53,512287.0,199.0
54,512524.0,237.0
55,512642.0,118.0
56,512774.0,132.0
57,513047.0,273.0
58,513172.0,125.0
59,513329.0,157.0
60,513373.0,44.0
61,513431.0,58.0
62,514422.0,991.0
63,524355.0,9933.0
64,524421.0,66.0
65,524836.0,415.0
66,525012.0,176.0
67,547335.0,22323.0
68,550458.0,3123.0
69,550500.0,42.0
70,556238.0,5738.0
71,556577.0,339.0
72,556671.0,94.0
73,556742.0,71.0
74,556954.0,212.0
75,573161.0,16207.0
76,597945.0,24784.0
77,598315.0,370.0
78,598413.0,98.0
79,600636.0,2223.0
80,600813.0,177.0
81,600933.0,120.0
82,601105.0,172.0
83,647553.0,46448.0
84,647838.0,285.0
85,648003.0,165.0
86,650424.0,2421.0
87,650553.0,129.0
88,668977.0,18424.0
89,698433.0,29456.0
90,702141.0,3708.0
91,726926.0,24785.0
92,735752.0,8826.0
93,757364.0,21612.0
94,817134.0,59770.0
95,927306.0,110172.0
96,927764.0,458.0
97,932363.0,4599.0
98,958879.0,26516.0
99,982270.0,23391.0
100,1271626.0,289356.0
101,1271854.0,228.0
102,1966609.0,694755.0
103,1973843.0,7234.0
104,1977311.0,3468.0
105,1977407.0,96.0
106,2040659.0,63252.0
107,2070134.0,29475.0
108,2181311.0,111177.0
109,2181555.0,244.0
110,2181962.0,407.0
111,2450700.0,268738.0
112,2471297.0,20597.0
113,2482286.0,10989.0
114,2495046.0,12760.0
115,2630750.0,135704.0
116,2631968.0,1218.0
