interaction_index,actual_timestamp
0,80806.0
1,80873.0
2,80948.0
3,81017.0
4,81036.0
5,81086.0
6,81149.0
7,81179.0
8,81212.0
9,81235.0
10,81259.0
11,81278.0
12,81309.0
13,81371.0
14,81410.0
15,81430.0
16,81512.0
17,81535.0
18,81575.0
19,81641.0
20,81714.0
21,81732.0
22,81755.0
23,81815.0
24,81899.0
25,81942.0
26,81993.0
27,82055.0
28,82103.0
29,82134.0
30,82177.0
31,82243.0
32,82265.0
33,82292.0
34,82321.0
35,82344.0
36,82452.0
37,82513.0
38,82558.0
39,82582.0
40,82606.0
41,82633.0
42,82653.0
43,82669.0
44,82685.0
45,82712.0
46,82785.0
47,82819.0
48,83179.0
49,83194.0
50,83380.0
51,83529.0
52,83601.0
53,88352.0
54,88402.0
55,142080.0
56,142603.0
57,142667.0
58,142913.0
59,142936.0
60,143233.0
61,143334.0
62,143527.0
63,143731.0
64,143767.0
65,143850.0
66,143870.0
67,143937.0
68,143954.0
69,144049.0
70,144117.0
71,144169.0
72,144245.0
73,144290.0
74,144849.0
75,145285.0
76,145484.0
77,145549.0
78,145583.0
79,145610.0
80,145633.0
81,145677.0
82,145698.0
83,145725.0
84,146026.0
85,687034.0
86,687053.0
87,687081.0
88,687177.0
89,687191.0
90,687229.0
91,687244.0
92,687257.0
93,687298.0
94,687341.0
95,687358.0
96,687438.0
97,687512.0
98,687537.0
99,687557.0
100,687588.0
101,687642.0
102,687722.0
103,687745.0
104,687794.0
105,687875.0
106,688020.0
107,688055.0
108,688173.0
109,688209.0
110,688261.0
111,688304.0
112,688392.0
113,688438.0
114,689050.0
115,689092.0
116,689143.0
117,689186.0
118,689426.0
119,689487.0
120,689597.0
121,689816.0
122,689874.0
123,689987.0
124,690062.0
125,690091.0
126,690384.0
127,690426.0
128,690468.0
129,690494.0
130,690589.0
131,690685.0
132,690745.0
133,690781.0
134,690834.0
135,690885.0
136,690915.0
137,690944.0
138,691021.0
139,691093.0
140,691300.0
141,691327.0
142,691383.0
143,691405.0
144,691421.0
145,691452.0
146,691485.0
147,691516.0
148,691569.0
149,691626.0
150,691656.0
151,691756.0
152,691772.0
153,691814.0
154,691836.0
155,691862.0
156,691894.0
157,691952.0
158,691975.0
159,691997.0
160,692018.0
161,692037.0
162,692054.0
163,693226.0
164,693242.0
165,693286.0
166,693303.0
167,747569.0
168,747633.0
169,747694.0
170,747716.0
171,747733.0
172,747770.0
173,747819.0
174,747946.0
175,747993.0
176,748015.0
177,750319.0
178,750375.0
179,750393.0
180,750411.0
181,750442.0
182,750467.0
183,750488.0
184,750557.0
185,750581.0
186,750623.0
187,750733.0
188,750767.0
189,750795.0
190,750829.0
191,751039.0
192,751104.0
193,751160.0
194,751182.0
195,751660.0
196,752901.0
197,752956.0
198,752989.0
199,753008.0
200,753059.0
201,753083.0
202,753123.0
203,753162.0
204,753206.0
205,753516.0
206,753561.0
207,760419.0
208,760440.0
209,760509.0
210,760754.0
211,760781.0
212,760817.0
213,760833.0
214,762442.0
215,762979.0
216,763344.0
217,763497.0
218,765127.0
219,765192.0
220,765653.0
221,765939.0
222,765976.0
223,766034.0
224,766136.0
225,766161.0
226,766186.0
227,766246.0
228,766271.0
229,766306.0
230,766349.0
231,766371.0
232,766430.0
233,766488.0
234,766550.0
235,766596.0
236,766649.0
237,766681.0
238,766703.0
239,766736.0
240,766778.0
241,766852.0
242,766937.0
243,766995.0
244,767034.0
245,767070.0
246,767130.0
247,767266.0
248,767295.0
249,767488.0
250,767524.0
