interaction_index,actual_timestamp
0,170256.0
1,170807.0
2,170896.0
3,176087.0
4,176273.0
5,176304.0
6,176435.0
7,176492.0
8,176521.0
9,176745.0
10,176876.0
11,177357.0
12,177408.0
13,177715.0
14,178099.0
15,178269.0
16,178320.0
17,178344.0
18,178529.0
19,178892.0
20,179851.0
21,180890.0
22,181487.0
23,181996.0
24,182198.0
25,182568.0
26,182634.0
27,183284.0
28,183754.0
29,184533.0
30,184602.0
31,185187.0
32,185228.0
33,185289.0
34,185322.0
35,185533.0
36,186453.0
37,186512.0
38,186671.0
39,186948.0
40,187442.0
41,187528.0
42,187579.0
43,187649.0
44,188136.0
45,188211.0
46,188830.0
47,189011.0
48,189341.0
49,190117.0
50,190176.0
51,190881.0
52,190990.0
53,191021.0
54,191248.0
55,195912.0
56,195979.0
57,196607.0
58,197101.0
59,197427.0
60,198026.0
61,198855.0
62,198893.0
63,199125.0
64,199157.0
65,246942.0
66,246969.0
67,247066.0
68,247194.0
69,247252.0
70,248976.0
71,249645.0
72,249780.0
73,250055.0
74,250147.0
75,252209.0
76,252296.0
77,253151.0
78,253619.0
79,253648.0
80,261112.0
81,338290.0
82,338654.0
83,338925.0
84,339309.0
85,339451.0
86,339534.0
87,339762.0
88,339898.0
89,340105.0
90,340305.0
91,340531.0
92,340685.0
93,340704.0
94,340854.0
95,340948.0
96,448010.0
97,448087.0
98,448965.0
99,449275.0
100,449553.0
101,450281.0
102,450503.0
103,450724.0
104,453115.0
105,454015.0
106,454081.0
107,454411.0
108,454638.0
109,454830.0
110,455366.0
111,455393.0
112,455888.0
113,456397.0
114,456637.0
115,456676.0
116,456797.0
117,456942.0
118,457182.0
119,457505.0
120,457625.0
121,457689.0
122,457908.0
123,457973.0
124,458251.0
125,458430.0
126,458458.0
127,458626.0
128,458737.0
129,459001.0
130,459334.0
131,460052.0
132,460085.0
133,460406.0
134,460440.0
135,460616.0
136,460779.0
137,461162.0
138,461235.0
139,461305.0
140,461448.0
141,461561.0
142,461582.0
143,461635.0
144,461665.0
145,461743.0
146,461821.0
147,461900.0
148,461926.0
149,462031.0
150,462134.0
151,503134.0
152,529772.0
153,529832.0
154,529859.0
155,534294.0
156,534660.0
157,534772.0
158,534942.0
159,535150.0
160,535285.0
161,535488.0
162,535828.0
163,536117.0
164,536464.0
165,536724.0
166,536934.0
167,537419.0
168,537735.0
169,537918.0
170,537996.0
171,538057.0
172,538206.0
173,538519.0
174,538790.0
175,539040.0
176,539260.0
177,539385.0
178,539469.0
179,539492.0
180,539678.0
181,539773.0
182,539961.0
183,540084.0
184,540275.0
185,540499.0
186,540627.0
187,540645.0
188,540667.0
189,540980.0
190,541004.0
191,541113.0
192,541167.0
193,541186.0
194,541266.0
195,541314.0
196,541500.0
197,541567.0
198,541603.0
199,541679.0
200,541980.0
201,542060.0
202,542172.0
203,542237.0
204,542270.0
205,542437.0
206,542681.0
207,542801.0
208,542863.0
209,542967.0
210,543317.0
211,543350.0
212,543393.0
213,543909.0
214,544017.0
215,697037.0
216,697595.0
217,700970.0
218,701000.0
219,701241.0
220,701404.0
221,701423.0
222,701555.0
223,702067.0
224,702087.0
225,702290.0
226,702319.0
227,702983.0
