interaction_index,actual_timestamp
0,32177.0
1,44810.0
2,44940.0
3,45449.0
4,45592.0
5,51598.0
6,60270.0
7,60770.0
8,62727.0
9,63326.0
10,63361.0
11,63741.0
12,63984.0
13,65417.0
14,65693.0
15,65719.0
16,67857.0
17,70912.0
18,71752.0
19,74527.0
20,76034.0
21,76358.0
22,76411.0
23,76962.0
24,78128.0
25,78164.0
26,78389.0
27,78878.0
28,84267.0
29,89703.0
30,89763.0
31,91915.0
32,92375.0
33,98412.0
34,102086.0
35,103002.0
36,103518.0
37,103654.0
38,111237.0
39,118419.0
40,121376.0
41,121799.0
42,121941.0
43,122216.0
44,123587.0
45,124311.0
46,129988.0
47,132632.0
48,133283.0
49,135193.0
50,143926.0
51,144222.0
52,145129.0
53,146328.0
54,146375.0
55,146556.0
56,146906.0
57,146982.0
58,147337.0
59,148239.0
60,148365.0
61,148397.0
62,148451.0
63,148481.0
64,149954.0
65,150510.0
66,150750.0
67,151321.0
68,153625.0
69,154358.0
70,154422.0
71,157316.0
72,162157.0
73,162771.0
74,164422.0
75,166840.0
76,167811.0
77,168148.0
78,172443.0
79,172471.0
80,174075.0
81,177343.0
82,178388.0
83,179170.0
84,186110.0
85,186170.0
86,186302.0
87,190007.0
88,190317.0
89,190489.0
90,191095.0
91,193543.0
92,199359.0
93,206027.0
94,206339.0
95,208926.0
96,209260.0
97,212498.0
98,212579.0
99,213289.0
100,214053.0
101,216184.0
102,216804.0
103,218222.0
104,219570.0
105,220181.0
106,223645.0
107,225319.0
108,234415.0
109,234618.0
110,236425.0
111,238595.0
112,241188.0
113,241908.0
114,241994.0
115,243046.0
116,243119.0
117,248304.0
118,248447.0
119,250644.0
120,250645.0
121,250674.0
122,250713.0
123,258208.0
124,259672.0
125,260359.0
126,260507.0
127,260615.0
128,260637.0
129,261202.0
130,262105.0
131,263314.0
132,266375.0
133,270950.0
134,270973.0
135,271569.0
136,277954.0
137,288695.0
138,290964.0
139,291948.0
140,292195.0
141,292914.0
142,294804.0
143,294835.0
144,295122.0
145,296113.0
146,299986.0
147,302573.0
148,303137.0
149,313865.0
150,313953.0
151,315236.0
152,315836.0
153,316022.0
154,316035.0
155,316136.0
156,316287.0
157,316646.0
158,319063.0
159,319504.0
160,319723.0
161,319735.0
162,319942.0
163,320030.0
164,320782.0
165,328267.0
166,329777.0
167,332294.0
168,336446.0
169,339534.0
170,339620.0
171,339754.0
172,340201.0
173,340911.0
174,341038.0
175,341247.0
176,341288.0
177,345167.0
178,346940.0
179,347927.0
180,348097.0
181,353112.0
182,353875.0
183,353903.0
184,353954.0
185,354407.0
186,355000.0
187,357896.0
188,357913.0
189,357951.0
190,358529.0
191,358856.0
192,362674.0
193,364864.0
194,364990.0
195,365092.0
196,365124.0
197,365208.0
198,365347.0
199,365347.0
200,365385.0
201,365464.0
202,366318.0
203,366779.0
204,374860.0
205,377031.0
206,380711.0
207,381190.0
208,381309.0
209,381912.0
210,384059.0
211,386921.0
212,387130.0
213,388982.0
214,389005.0
215,391894.0
216,393065.0
217,394961.0
218,405765.0
219,405786.0
220,405929.0
221,407943.0
222,408081.0
223,409031.0
224,409810.0
225,416512.0
226,418771.0
227,418804.0
228,419410.0
229,420075.0
230,423267.0
231,428556.0
232,428760.0
233,429354.0
234,437549.0
235,438953.0
236,442577.0
237,442790.0
238,443337.0
239,448131.0
240,450974.0
241,451752.0
242,452193.0
243,454604.0
244,460981.0
245,461040.0
246,461762.0
247,466078.0
248,467399.0
249,469743.0
250,472806.0
251,475721.0
252,477186.0
253,479801.0
254,480688.0
255,481653.0
256,482528.0
257,488678.0
258,490628.0
259,490690.0
260,492528.0
261,492749.0
262,493387.0
263,502341.0
264,502522.0
265,502624.0
266,503752.0
267,507484.0
268,508323.0
269,511441.0
270,514561.0
271,514601.0
272,517387.0
273,517781.0
274,520853.0
275,521296.0
276,522986.0
277,523166.0
278,524268.0
279,528333.0
280,528627.0
281,530289.0
282,530577.0
283,530877.0
284,532528.0
285,533795.0
286,533836.0
287,535518.0
288,541732.0
289,541977.0
290,552702.0
291,552723.0
292,553989.0
293,554260.0
294,554811.0
295,555935.0
296,556368.0
297,557437.0
298,557829.0
299,557882.0
300,559003.0
301,566521.0
302,567928.0
303,570234.0
304,571310.0
305,572699.0
306,572701.0
307,573218.0
308,576066.0
309,576933.0
310,581583.0
311,583649.0
312,583690.0
313,584387.0
314,584875.0
315,584898.0
316,585268.0
317,586014.0
318,586231.0
319,586463.0
320,586892.0
321,586927.0
322,587657.0
323,587902.0
324,588485.0
325,588874.0
326,588952.0
327,590104.0
328,591311.0
329,591478.0
330,591822.0
331,591888.0
332,591912.0
333,592672.0
334,593873.0
335,594306.0
336,594355.0
337,594371.0
338,594672.0
339,594794.0
340,595021.0
341,595040.0
342,597152.0
343,599040.0
344,600409.0
345,600517.0
346,601267.0
347,602203.0
348,602383.0
349,603970.0
350,604007.0
351,605132.0
352,607396.0
353,607438.0
354,607457.0
355,608217.0
356,608242.0
357,609459.0
358,610259.0
359,610530.0
360,610960.0
361,611076.0
362,615733.0
363,616913.0
364,617136.0
365,617208.0
366,620209.0
367,620299.0
368,620421.0
369,621652.0
370,622999.0
371,623791.0
372,625551.0
373,628924.0
374,629332.0
375,633205.0
376,633244.0
377,633318.0
378,634367.0
379,635680.0
380,636222.0
381,636332.0
382,638693.0
383,639532.0
384,640948.0
385,640966.0
386,642550.0
387,643426.0
388,646528.0
389,646606.0
390,650593.0
391,650660.0
392,655288.0
393,655424.0
394,657341.0
395,658617.0
396,659896.0
397,659924.0
398,666514.0
399,667989.0
400,673157.0
401,675088.0
402,676523.0
403,679027.0
404,684906.0
405,684940.0
406,685914.0
407,689417.0
408,689756.0
409,689786.0
410,692031.0
411,692467.0
412,692546.0
413,692574.0
414,693594.0
415,694969.0
416,695077.0
417,697055.0
418,697576.0
419,697603.0
420,698288.0
421,702482.0
422,702606.0
423,704244.0
424,704316.0
425,705323.0
426,705574.0
427,706539.0
428,711621.0
429,711724.0
430,711951.0
431,713107.0
432,713126.0
433,716152.0
434,720759.0
435,721854.0
436,723584.0
437,723937.0
438,724530.0
439,727050.0
440,729400.0
441,729839.0
442,729968.0
443,730104.0
444,730501.0
445,730503.0
446,730949.0
447,731381.0
448,731707.0
449,731753.0
450,732870.0
451,736448.0
452,736640.0
453,739291.0
454,740704.0
455,746877.0
456,750286.0
457,752063.0
458,752179.0
459,752276.0
460,752354.0
461,752520.0
462,752763.0
463,752778.0
464,752785.0
465,752807.0
466,752860.0
467,752910.0
468,752940.0
469,753085.0
470,753123.0
471,753159.0
472,753194.0
473,753326.0
474,753683.0
475,754459.0
476,754536.0
477,754561.0
478,754801.0
479,754952.0
480,756726.0
481,757307.0
482,757472.0
483,758769.0
484,758832.0
485,761369.0
486,763791.0
487,763868.0
488,765178.0
489,765198.0
490,766513.0
491,768522.0
492,771017.0
493,772445.0
494,773099.0
495,773197.0
496,773668.0
497,774242.0
498,775126.0
499,782287.0
500,782456.0
501,782505.0
502,782631.0
503,782677.0
504,782689.0
505,782858.0
506,785664.0
507,786303.0
508,807745.0
509,808546.0
510,811013.0
511,811463.0
512,811647.0
513,812378.0
514,812595.0
515,815696.0
516,815881.0
517,820231.0
518,822600.0
519,827005.0
520,828222.0
521,828254.0
522,828483.0
523,835012.0
524,835057.0
525,835861.0
526,836062.0
527,838630.0
528,839625.0
529,839932.0
530,843828.0
531,843848.0
532,848134.0
533,848292.0
534,850752.0
535,852238.0
536,852921.0
537,854182.0
538,855739.0
539,856112.0
540,857971.0
541,858186.0
542,860964.0
543,861340.0
544,861903.0
545,864021.0
546,864099.0
547,864160.0
548,864190.0
549,864213.0
550,866510.0
551,867708.0
552,871443.0
553,873958.0
554,879575.0
555,879912.0
556,881169.0
557,883216.0
558,889410.0
559,889614.0
560,889640.0
561,889706.0
562,889756.0
563,890399.0
564,890414.0
565,895025.0
566,895256.0
567,897298.0
568,897463.0
569,898903.0
570,898935.0
571,899091.0
572,899667.0
573,899995.0
574,900244.0
575,900516.0
576,900556.0
577,904190.0
578,904354.0
579,904533.0
580,904858.0
581,906068.0
582,906095.0
583,906104.0
584,911025.0
585,911737.0
586,914677.0
587,916363.0
588,917020.0
589,919725.0
590,919886.0
591,921518.0
592,928464.0
593,928519.0
594,928719.0
595,928745.0
596,928788.0
597,928806.0
598,932176.0
599,932717.0
600,934981.0
601,935769.0
602,936330.0
603,937338.0
604,938327.0
605,938497.0
606,939105.0
607,940141.0
608,942263.0
609,942929.0
610,943044.0
611,943423.0
612,946000.0
613,946113.0
614,946229.0
615,946570.0
616,947315.0
617,947349.0
618,947923.0
619,948240.0
620,948456.0
621,948799.0
622,949519.0
623,950616.0
624,950919.0
625,951279.0
626,951369.0
627,952008.0
628,952098.0
629,953202.0
630,953204.0
631,962154.0
632,962746.0
633,965690.0
634,970367.0
635,970444.0
636,972593.0
637,974861.0
638,976254.0
639,977446.0
640,978069.0
641,979521.0
642,986637.0
643,986993.0
644,987566.0
645,988517.0
646,989699.0
647,989872.0
648,989910.0
649,990278.0
650,990682.0
651,994714.0
652,998639.0
653,998652.0
654,1002580.0
655,1006844.0
656,1008358.0
657,1014637.0
658,1015108.0
659,1017609.0
660,1018334.0
661,1019111.0
662,1019404.0
663,1021356.0
664,1021529.0
665,1021796.0
666,1022302.0
667,1022406.0
668,1023121.0
669,1023318.0
670,1023381.0
671,1023397.0
672,1023578.0
673,1023759.0
674,1024241.0
675,1024445.0
676,1025105.0
677,1025287.0
678,1025371.0
679,1025947.0
680,1026096.0
681,1026261.0
682,1026325.0
683,1026542.0
684,1026653.0
685,1027344.0
686,1028902.0
687,1029508.0
688,1029767.0
689,1030160.0
690,1030388.0
691,1030573.0
692,1031342.0
693,1037760.0
694,1038248.0
695,1038449.0
696,1040405.0
697,1041488.0
698,1041689.0
699,1043385.0
700,1044521.0
701,1045626.0
702,1045850.0
703,1049546.0
704,1049599.0
705,1051634.0
706,1052886.0
707,1056207.0
708,1056443.0
709,1059184.0
